item_ref,object_name,categories,constraints,type,max_field_size,field_name,description,foreign_key,expected_data,returns,cms,cms_field,cms_table,required_enabled,unique_enabled,primary_key,join_type,guidance
PERM027A,ssd_permanence,looked_after|permanence|adoption, ,nvarchar,3,perm_number_of_adopters,Number of adopters. As A(1), , ,SSDA903, , , , , , , ,Number of Adopters/ Prospective Adopters
INVO005A,ssd_involvements,workforce, ,nvarchar,48,invo_involvements_id,Involvements table row ID, , ,Local,liquid_logic|mosaic,liquid_logic : invo_involvements_id|mosaic : invo_involvements_id, , , , , ,Row identifier for the ssd_involvements table
INVO006A,ssd_involvements,workforce, ,nvarchar,48,invo_professional_id,Worker ID,ssd_professionals.prof_professional_id, ,Local,liquid_logic|mosaic, , , , , , ,ID for linking to ssd_professionals table
INVO007A,ssd_involvements,workforce, ,nvarchar,200,invo_professional_role_id,Worker role e.g. Allocated Case Worker, , ,Local,liquid_logic|mosaic, , , , , , ,Role of the professional/ team working with the child/ young person
INVO009A,ssd_involvements,workforce, ,nvarchar,1000,invo_professional_team,Worker Team,ssd_department.dept_team_id, ,AnnexA,liquid_logic|mosaic, , , , , , ,Name of the Team working with the child/ young person
INVO002A,ssd_involvements,workforce, ,datetime,NULL,invo_involvement_start_date,Social worker episode start date, , ,RIIA,liquid_logic|azeus,liquid_logic : invo_involvement_start_date|mosaic : invo_involvement_start_date,liquid_logic : ssd_involvements|mosaic : ssd_involvements, , , , ,Start Date for team/ worker involvement
INVO003A,ssd_involvements,workforce, ,datetime,NULL,invo_involvement_end_date,Social worker episode end date, , ,RIIA,liquid_logic|azeus,liquid_logic : invo_involvement_end_date|mosaic : invo_involvement_end_date,liquid_logic : ssd_involvements|mosaic : ssd_involvements, , , , ,End Date for team/ worker involvement
INVO004A,ssd_involvements,workforce, ,nvarchar,200,invo_worker_change_reason,Reason for worker change, , ,RIIA,liquid_logic|azeus,liquid_logic : invo_worker_change_reason|mosaic : invo_worker_change_reason,liquid_logic : ssd_involvements|mosaic : ssd_involvements, , , , ,"Reason for change of Social Worker
Code set
MANAGE - Managing Caseloads
FCONTA   - First contact or re-referral
LEFTRL     - Previous social worker left role
ORGRST  - New social worker assigned following organisational restructure
TSPROC   - New social worker assigned following child transfer due to standard process
ABSENC  - Absence cover or return from absence 
CHCHAN - Child requested change from previous social worker
PCCHAN - Parent/carer requested change from previous social worker
SWDIED - Previous Social Worker died
OTHERS - Other reason "
INVO011A,ssd_involvements,workforce, ,nvarchar,48,invo_person_id,Person Unique ID, , ,Local, , , , , , , , 
INVO010A,ssd_involvements,workforce, ,nvarchar,48,invo_referral_id,Referral ID, , ,Local,liquid_logic|mosaic, , , , , , ,ID for linking to CIN Referral Episode
PROF001A,ssd_professionals,workforce, ,nvarchar,48,prof_professional_id,Professionals table row ID, , ,Local,liquid_logic,liquid_logic : prof_professional_id|mosaic : prof_professional_id,liquid_logic : ssd_professionals|mosaic : ssd_professionals, , ,Yes, ,Row identifier for the ssd_professionals table
PROF010A,ssd_professionals,workforce, ,nvarchar,48,prof_staff_id,Staff Identifier, , ,Local,liquid_logic|mosaic|azeus, , , , , , ,System ID generated in CMS Database
PROF013A,ssd_professionals,workforce, ,nvarchar,300,prof_professional_name,Staff name, , ,AnnexA,liquid_logic|mosaic|azeus, , , , , , ,Professional's Name
PROF002A,ssd_professionals,workforce, ,nvarchar,48,prof_social_worker_registration_no,Social worker ID - Social Work England (SWE) registration number- if available, , ,Local,liquid_logic|mosaic|azeus,liquid_logic : prof_social_worker_registration_no|mosaic : prof_social_worker_registration_no,liquid_logic : ssd_professionals|mosaic : ssd_professionals, , , , ,This is the child and family social worker Social Work England (SWE) number (formerly HCPC code). For social workers this will start ‘SW’. This data item should be in the format ‘AAnnnnnn’ and is up to 12 digits.
PROF007A,ssd_professionals,workforce, ,nvarchar,500,prof_professional_job_title,Worker job title e.g. Social Worker, , ,CSCWF|RIIA,liquid_logic|mosaic,liquid_logic : prof_professional_job_title|mosaic : prof_professional_job_title,liquid_logic : ssd_professionals|mosaic : ssd_professionals, , , , ,"Professional Job title, e.g. Social Worker, Keyworker, GP etc."
PROF008A,ssd_professionals,workforce, ,int,5,prof_professional_caseload,Number of cases held on previous 30th Sept, , ,CSCWF|RIIA,liquid_logic|mosaic,liquid_logic : prof_professional_caseload|mosaic : prof_professional_caseload,liquid_logic : ssd_professionals|mosaic : ssd_professionals, , , , ,(currently 'PLACEHOLDER_DATA' pending further development) 
PROF012A,ssd_professionals,workforce, ,nvarchar,100,prof_professional_department,Worker Department e.g. 'Youth Support Team West', , ,Local,liquid_logic|mosaic,liquid_logic : prof_professional_department|mosaic : prof_professional_department, , , , , ,Professional's team/ organisation
PROF011A,ssd_professionals,workforce, ,float,4,prof_full_time_equivalency,Full Time Equivalency, , ,Local,liquid_logic|mosaic,liquid_logic : prof_full_time_equivalency|mosaic : prof_full_time_equivalency, , , , , ,Worker FTE
PROF014A,ssd_professionals,workforce, ,NCHAR,1,prof_agency_worker_flag,Flag for whether the worker is agency, , ,Local, ,liquid_logic : prof_agency_worker_flag|mosaic : prof_agency_worker_flag, , , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Y/N flag indicating if worker is an Agency worker"
SEND001A,ssd_send,identity|send, ,nvarchar,48,send_table_id,send_table_id, , ,1aNotInCMS|RIIA,liquid_logic,liquid_logic : send_table_id|mosaic : send_table_id,liquid_logic : ssd_send|mosaic : ssd_send,Yes,Yes,Yes, ,"(currently 'PLACEHOLDER_DATA' pending further development)
Row identifier for the ssd_send table"
SEND002A,ssd_send,identity|send, ,nvarchar,48,send_upn,UPN, , ,1aNotInCMS|RIIA|SEN2,liquid_logic,liquid_logic : send_upn|mosaic : send_upn,liquid_logic : ssd_send|mosaic : ssd_send,Yes,Yes, , ,"(currently 'PLACEHOLDER_DATA' pending further development)
The Child's Unique Pupil Number"
SEND003A,ssd_send,identity|send, ,nvarchar,48,send_uln,ULN, , ,1aNotInCMS|RIIA|SEN2,liquid_logic,liquid_logic : send_uln|mosaic : send_uln,liquid_logic : ssd_send|mosaic : ssd_send, , , , ,(currently 'PLACEHOLDER_DATA' pending further development) The young person’s unique learner number (ULN) as used in the Individualised Learner Record.
SEND004A,ssd_send,identity|send, ,nvarchar,6,send_upn_unknown,UPN and ULN unknown, , ,1aNotInCMS|RIIA|SEN2,liquid_logic,liquid_logic : send_upn_unknown|mosaic : send_upn_unknown,liquid_logic : ssd_send|mosaic : ssd_send, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Where no identifier is available, please record one of the following options:
-UN1   Child is aged under 6 years old and is not yet assigned a UPN
-UN2   Child has never attended a state-funded school in England and has not been assigned a UPN
-UN3   Child is educated outside of England and has not been assigned a UPN
-UN5   Sources collating UPNs reflect discrepancy/ies for the child’s name and/or surname and/or date of birth therefore prevent reliable matching (for example duplicated UPN)
-UN8   Person is new to LA and the UPN or ULN is not yet known
-UN9   Young person has never attended a state-funded school or further education setting in England and has not been assigned a UPN or ULN
-UN10  Request for assessment resulted in no further action before UPN or ULN known"
SEND005A,ssd_send,identity|send, ,nvarchar,48,send_person_id,Person Unique ID,ssd_person.pers_person_id, ,1aNotInCMS|RIIA,liquid_logic,liquid_logic : send_person_id|mosaic : send_person_id,liquid_logic : ssd_send|mosaic : ssd_send,Yes, , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Person's ID generated in CMS Database"
EHCR001A,ssd_ehcp_requests,send|ehcp_request, ,nvarchar,48,ehcr_ehcp_request_id,Request ID, , ,1aNotInCMS|RIIA,liquid_logic,liquid_logic : ehcr_ehcp_request_id|mosaic : ehcr_ehcp_request_id,liquid_logic : ssd_ehcp_requests|mosaic : ssd_ehcp_requests,Yes,Yes,Yes, ,"(currently 'PLACEHOLDER_DATA' pending further development)
EHCP request record unique ID from system or auto-generated as part of export."
EHCR002A,ssd_ehcp_requests,identity|send|ehcp_request, ,nvarchar,48,ehcr_send_table_id,send_table_id,ssd_send.send_table_id, ,1aNotInCMS,liquid_logic,liquid_logic : ehcr_send_table_id|mosaic : ehcr_send_table_id,liquid_logic : ssd_ehcp_requests|mosaic : ssd_ehcp_requests, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
ID for linking to ssd_send table"
EHCR003A,ssd_ehcp_requests,send|ehcp_request, ,datetime,NULL,ehcr_ehcp_req_date,Received Date, , ,1aNotInCMS|SEN2|RIIA|SEN2,liquid_logic,liquid_logic : ehcr_ehcp_req_date|mosaic : ehcr_ehcp_req_date,liquid_logic : ssd_ehcp_requests|mosaic : ssd_ehcp_requests, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
The date the request for an EHC assessment was received. This will be the date used as the start of the 20-week period."
EHCR004A,ssd_ehcp_requests,send|ehcp_request, ,datetime,NULL,ehcr_ehcp_req_outcome_date,Request Outcome Date, , ,1aNotInCMS|SEN2|RIIA|SEN2,liquid_logic,liquid_logic : ehcr_ehcp_req_outcome_date|mosaic : ehcr_ehcp_req_outcome_date,liquid_logic : ssd_ehcp_requests|mosaic : ssd_ehcp_requests, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please enter the date the requestor(s) was informed of the decision about whether the local authority agrees to the request for an assessment.
If the request was withdrawn or ceased before decision (W), if the decision is yet to be made (A) or is historical (H) then no date is required."
EHCR005A,ssd_ehcp_requests,send|ehcp_request, ,nvarchar,100,ehcr_ehcp_req_outcome,Request Outcome, , ,1aNotInCMS|SEN2|RIIA|SEN2,liquid_logic,liquid_logic : ehcr_ehcp_req_outcome|mosaic : ehcr_ehcp_req_outcome,liquid_logic : ssd_ehcp_requests|mosaic : ssd_ehcp_requests, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
This item records whether or not the initial request proceeded to the assessment stage:
Y - LA proceeded with an assessment
N - LA decided not to proceed with an assessment
A - Decision yet to be made
W – Request withdrawn or ceased before decision to assess was made
H – Historical – Decision to assess was made before the latest collection period
If a local authority decides not to proceed with an assessment and this decision is subsequently changed for any reason the original request outcome and request outcome date should not be changed. If the change follows from mediation or tribunal the appropriate mediation and tribunal indicators (items 2.5 and 2.6) should be selected for the request.
W may include where the person moves out of the local authority area, leaves education or training, or if the child or young person dies.
When A, W or H is selected, no further information is required in this module."
EHCA001A,ssd_ehcp_assessment,send|ehcp_request|ehcp_assessment, ,nvarchar,48,ehca_ehcp_assessment_id,Assessment ID, , ,1aNotInCMS|RIIA,liquid_logic,liquid_logic : ehca_ehcp_assessment_id|mosaic : ehca_ehcp_assessment_id,liquid_logic : ssd_ehcp_assessment|mosaic : ssd_ehcp_assessment,Yes,Yes,Yes, ,"(currently 'PLACEHOLDER_DATA' pending further development)
EHCP assessment record unique ID from system or auto-generated as part of export.
This module collects information on the decision to issue a plan. Where a decision has been made to issue a plan, the detail about the placement named on the EHC plan should be recorded in Module 4. It is possible that multiple assessments may be recorded for a single person. For example, if it was decided not to issue a plan previously and a new assessment has been agreed following a new request.
If a child or young person transfers into the local authority’s area during the assessment process before an EHC plan has been issued there is no right of transfer of decisions made by the originating local authority. Under good practice local authorities may decide to share information but the importing local authority must make its own decisions on whether to assess and whether to issue a plan.
Where a person with an existing EHC plan transfers into the local authority’s area (item 5.1) the assessment should be recorded as historical by the importing local authority, even if the EHC plan start date is within the collection year."
EHCA002A,ssd_ehcp_assessment,send|ehcp_request|ehcp_assessment, ,nvarchar,48,ehca_ehcp_request_id,Request ID,ssd_ehcp_requests.ehcr_ehcp_request_id, ,1aNotInCMS,liquid_logic,liquid_logic : ehca_ehcp_request_id|mosaic : ehca_ehcp_request_id,liquid_logic : ssd_ehcp_assessment|mosaic : ssd_ehcp_assessment, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
EHCP request record unique ID from system or auto-generated as part of export."
EHCA003A,ssd_ehcp_assessment,send|ehcp_request|ehcp_assessment, ,datetime,NULL,ehca_ehcp_assessment_outcome_date,Assessment Outcome Date, , ,1aNotInCMS|SEN2|RIIA|SEN2,liquid_logic,liquid_logic : ehca_ehcp_assessment_outcome_date|mosaic : ehca_ehcp_assessment_outcome_date,liquid_logic : ssd_ehcp_assessment|mosaic : ssd_ehcp_assessment, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
The assessment outcome date is required where EAM004A is equal to ‘Y’ or ‘N’, either record:
-Date on which EHC plan was issued, or
-Date on which person was notified of decision not to issue a plan
If a decision to issue has been made but no plan has been issued, please leave blank. "
EHCA004A,ssd_ehcp_assessment,send|ehcp_request|ehcp_assessment, ,nvarchar,100,ehca_ehcp_assessment_outcome,Assessment Outcome, , ,1aNotInCMS|SEN2|RIIA|SEN2,liquid_logic,liquid_logic : ehca_ehcp_assessment_outcome|mosaic : ehca_ehcp_assessment_outcome,liquid_logic : ssd_ehcp_assessment|mosaic : ssd_ehcp_assessment, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Assessment outcome - decision to issue EHC plan:
-Y    It was decided an EHC plan would be issued
-N   It was decided an EHC plan would not be issued
-A   Decision has not yet been made
-W  Request withdrawn or ceased before decision whether to issue was made
-H   Historical – Decision to issue was made before the latest collection period
If a local authority decides not to issue an EHC plan and this decision is subsequently changed by the local authority for any reason the original assessment outcome and assessment outcome date should not be changed. If the change follows from mediation or tribunal the appropriate mediation and tribunal indicators should be selected for the assessment.
W may include where the person moves out of the local authority area, leaves education or training or if the child or young person dies.
Where A or W is selected, no further information is required in this or subsequent modules. The 20-week timeliness measure will not apply in cases where a plan has not yet been issued.
For an active plan, where the decision to issue was made before the latest collection period (H - Historical) information is still required on the plan itself."
EHCA005A,ssd_ehcp_assessment,send|ehcp_request|ehcp_assessment, ,nvarchar,100,ehca_ehcp_assessment_exceptions,Assessment 20-week time limit exceptions apply, , ,1aNotInCMS|SEN2|RIIA|SEN2,liquid_logic,liquid_logic : ehcp_asmt_outcome|mosaic : ehcp_asmt_outcome,liquid_logic : ssd_ehcp_assessment|mosaic : ssd_ehcp_assessment, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Assessment 20-week time limit exceptions apply?
1 – Yes, exceptions apply
0 – No, exceptions do not apply"
EHCN001A,ssd_ehcp_named_plan,send|ehcp_request|ehcp_assessment, ,nvarchar,48,ehcn_named_plan_id,Named Plan ID, , ,1aNotInCMS,liquid_logic,liquid_logic : ehcn_named_plan_id|mosaic : ehcn_named_plan_id,liquid_logic : ssd_ehcp_named_plan|mosaic : ssd_ehcp_named_plan,Yes,Yes,Yes, ,"(currently 'PLACEHOLDER_DATA' pending further development)
EHCP named plan unique ID from system or auto-generated as part of export.
This module collects information on the content of the EHC plan, i.e. what is in Section I. It should be completed for all existing active EHC plans.
It is possible that multiple plans may be recorded for a single person. For example, if an EHC plan has previously ceased and a further plan has later been issued following a new needs assessment. Changes may occur to this section from one year to the next for the same person, for example where an establishment named on the EHC plan is changed."
EHCN002A,ssd_ehcp_named_plan,send|ehcp_request|ehcp_assessment, ,nvarchar,48,ehcn_ehcp_asmt_id,Assessment ID,ssd_ehcp_assessment.ehca_ehcp_asmt_id, ,1aNotInCMS,liquid_logic,liquid_logic : ehcn_ehcp_asmt_id|mosaic : ehcn_ehcp_asmt_id,liquid_logic : ssd_ehcp_named_plan|mosaic : ssd_ehcp_named_plan, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
EHCP assessment record unique ID from system or auto-generated as part of export."
EHCN003A,ssd_ehcp_named_plan,send|ehcp_request|ehcp_assessment, ,datetime,NULL,ehcn_named_plan_start_date,Start Date, , ,1aNotInCMS|SEN2,liquid_logic,liquid_logic : ehcn_named_plan_start_date|mosaic : ehcn_named_plan_start_date,liquid_logic : ssd_ehcp_named_plan|mosaic : ssd_ehcp_named_plan, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Date of current EHC plan."
EHCN004A,ssd_ehcp_named_plan,send|ehcp_request|ehcp_assessment, ,datetime,NULL,ehcn_named_plan_ceased_date,Cease Date, , ,1aNotInCMS|SEN2,liquid_logic,liquid_logic : ehcn_named_plan_ceased_date|mosaic : ehcn_named_plan_ceased_date,liquid_logic : ssd_ehcp_named_plan|mosaic : ssd_ehcp_named_plan, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please provide the date the EHC plan ended or the date the EHC plan was transferred to another local authority. Do not record the date of the decision to cease. Local authorities must continue to maintain the EHC plan until the time has passed for bringing an appeal or, when an appeal has been registered, until it has been concluded."
EHCN005A,ssd_ehcp_named_plan,send|ehcp_request|ehcp_assessment, ,nvarchar,100,ehcn_named_plan_ceased_reason,Cease Reason, , ,1aNotInCMS|SEN2,liquid_logic,liquid_logic : ehcn_named_plan_ceased_reason|mosaic : ehcn_named_plan_ceased_reason,liquid_logic : ssd_ehcp_named_plan|mosaic : ssd_ehcp_named_plan, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please provide the reason the EHC plan ended from the list below
1 – Reached maximum age (this is the end of the academic year during which the young person turned 25)
2 – Ongoing educational or training needs being met without an EHC plan
3 – Moved on to higher education
4 – Moved on to paid employment, excluding apprenticeships
5 – Transferred to another LA
6 – Young person no longer wishes to engage in education or training
7 – Child or young person has moved outside England
8 – Child or young person deceased
9 – Other "
EHCP001A,ssd_ehcp_active_plans,send|ehcp_request|ehcp, ,nvarchar,48,ehcp_active_ehcp_id,Plan ID, , ,1aNotInCMS,liquid_logic,liquid_logic : ehcp_active_ehcp_id|mosaic : ehcp_active_ehcp_id,liquid_logic : ssd_ehcp_active_plans|mosaic : ssd_ehcp_active_plans,Yes,Yes,Yes, ,"(currently 'PLACEHOLDER_DATA' pending further development)
EHCP active plan unique ID from system or auto-generated as part of export."
EHCP002A,ssd_ehcp_active_plans,send|ehcp_request|ehcp, ,nvarchar,48,ehcp_ehcp_request_id,Request ID,ssd_ehcp_requests.ehcr_ehcp_request_id, ,1aNotInCMS,liquid_logic,liquid_logic : ehcp_ehcp_request_id|mosaic : ehcp_ehcp_request_id,liquid_logic : ssd_ehcp_active_plans|mosaic : ssd_ehcp_active_plans, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
EHCP request record unique ID from system or auto-generated as part of export."
EHCP003A,ssd_ehcp_active_plans,send|ehcp_request|ehcp, ,datetime,NULL,ehcp_active_ehcp_last_review_date,Last Review, , ,1aNotInCMS|SEN2,liquid_logic,liquid_logic : ehcp_active_ehcp_last_review_date|mosaic : ehcp_active_ehcp_last_review_date,liquid_logic : ssd_ehcp_active_plans|mosaic : ssd_ehcp_active_plans, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please enter the date when the local authority wrote to the parent or young person with the notification of the decision as to whether to retain, cease or amend the plan following the annual review meeting. Note that this date will not be the same as the date of the review meeting."
SENN001A,ssd_sen_need,send|ehcp_request|ehcp|need, ,nvarchar,48,senn_table_id,SEN Need Table ID, , ,1aNotInCMS,liquid_logic,liquid_logic : senn_table_id|mosaic : senn_table_id,liquid_logic : ssd_sen_need|mosaic : ssd_sen_need,Yes,Yes,Yes, ,"(currently 'PLACEHOLDER_DATA' pending further development)
SEN need record unique ID from system or auto-generated as part of export."
SENN002A,ssd_sen_need,send|ehcp_request|ehcp|need, ,nvarchar,48,senn_active_ehcp_id,Plan ID,ssd_ehcp_active_plans.ehcp_active_ehcp_id, ,1aNotInCMS,liquid_logic,liquid_logic : senn_active_ehcp_id|mosaic : senn_active_ehcp_id,liquid_logic : ssd_sen_need|mosaic : ssd_sen_need, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
EHCP active plan unique ID from system or auto-generated as part of export."
SENN003A,ssd_sen_need,send|ehcp_request|ehcp|need, ,nvarchar,100,senn_active_ehcp_need_type,SEN Type, , ,1aNotInCMS|SEN2,liquid_logic,liquid_logic : senn_active_ehcp_need_type|mosaic : senn_active_ehcp_need_type,liquid_logic : ssd_sen_need|mosaic : ssd_sen_need, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please record the nature of the person’s special educational need. These options are consistent with those collected within the spring term school census. Where multiple types of need are recorded and ranked, the primary type of need should be ranked 1 under Type of need rank, and if applicable a secondary type of need should be ranked 2.
-SPLD  Specific learning difficulty
-MLD   Moderate learning difficulty
-SLD    Severe learning difficulty
-PMLD Profound and multiple learning difficulty
-SEMH Social, emotional and mental health
-SLCN  Speech, language and communication needs
-HI      Hearing impairment
-VI      Vision impairment
-MSI   Multi-sensory impairment
-PD     Physical disability
-ASD   Autistic spectrum disorder
-OTH   Other difficulty "
SENN004A,ssd_sen_need,send|ehcp_request|ehcp|need, ,nchar,1,senn_active_ehcp_need_rank,SEN Type Rank, , ,1aNotInCMS|SEN2,liquid_logic,liquid_logic : senn_active_ehcp_need_rank|mosaic : senn_active_ehcp_need_rank,liquid_logic : ssd_sen_need|mosaic : ssd_sen_need, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
If only one type of need is recorded, this should be recorded as rank 1. If multiple types of need are recorded, then the primary type of need should be recorded as rank 1 and the secondary type of need should be recorded as rank 2. Up to two types of need can be recorded."
PREP024A,ssd_pre_proceedings,pre_proceedings, ,nvarchar,48,prep_table_id,Pre-proceedings table row ID, , ,1bSpecified,liquid_logic|mosaic,liquid_logic : prep_table_id|mosaic : prep_table_id, , , ,Yes, ,"(currently 'PLACEHOLDER_DATA' pending further development)
Row identifier for the ssd_pre_proceedings table"
PREP001A,ssd_pre_proceedings,pre_proceedings, ,nvarchar,48,prep_person_id,Person Unique ID,ssd_person.pers_person_id, ,Local,liquid_logic|mosaic|eclipse|caredirector|azeus,liquid_logic : prep_person_id|mosaic : prep_person_id,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings,Yes,Yes, , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Person's ID generated in CMS Database"
PREP002A,ssd_pre_proceedings,pre_proceedings, ,nvarchar,48,prep_plo_family_id,PLO Family ID, , ,1bSpecified,liquid_logic|mosaic,liquid_logic : prep_plo_family_id|mosaic : prep_plo_family_id,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings,Yes,Yes,Yes, ,"(currently 'PLACEHOLDER_DATA' pending further development)
Unique Identifier number for each family group - a family group is described as a group of children linked by parents all starting and ceasing pre or care proceedings at the same time"
PREP003A,ssd_pre_proceedings,pre_proceedings, ,datetime,NULL,prep_pre_pro_decision_date,Date decision made to enter Pre Proceedings, , ,1bSpecified,liquid_logic|mosaic,liquid_logic : prep_pre_pro_decision_date|mosaic : prep_pre_pro_decision_date,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
This is the date of legal meeting / panel that agreed to commence pre-proceedings. The date should be recorded in a DD/MM/YYYY format, i.e. day/month/year as a four digit number."
PREP004A,ssd_pre_proceedings,pre_proceedings, ,datetime,NULL,prep_initial_pre_pro_meeting_date,Date of Initial Pre Proceedings Meeting, , ,1bSpecified,liquid_logic|mosaic,liquid_logic : prep_initial_pre_pro_meeting_date|mosaic : prep_initial_pre_pro_meeting_date,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
This is the first pre-proceedings meeting following the legal meeting / panel that agreed to commence pre-proceedings. The date should be recorded in a DD/MM/YYYY format, i.e. day/month/year as a four digit number."
PREP005A,ssd_pre_proceedings,pre_proceedings, ,nvarchar,100,prep_pre_pro_outcome,What is the Outcome of Pre-Proceedings, , ,1bSpecified,liquid_logic|mosaic,liquid_logic : prep_pre_pro_outcome|mosaic : prep_pre_pro_outcome,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please select:
Decision to Issue Care Proceedings /
Decision to step down
If still in pre-proceedings, please leave blank. "
PREP006A,ssd_pre_proceedings,pre_proceedings, ,datetime,NULL,prep_agree_stepdown_issue_date,Date Agreed to Step down/issue, , ,1bSpecified,liquid_logic|mosaic,liquid_logic : prep_agree_stepdown_issue_date|mosaic : prep_agree_stepdown_issue_date,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"[Guidance text replicated from related stat-return field(s). Thus may not be entirely applicable to this data item within the SSD. A review of item/field guidance notes towards the SSD is in progress.]This is the date of legal meeting / panel that agreed to end pre-proceedings to either step down or issue care proceedings. The date should be recorded in a DD/MM/YYYY format, i.e. day/month/year as a four digit number."
PREP007A,ssd_pre_proceedings,pre_proceedings, ,int,4,prep_cp_plans_referral_period,How many times has the child been subject to a Child Protection Plan during this referral period?, , ,1bSpecified,liquid_logic|mosaic,liquid_logic : prep_cp_plans_referral_period|mosaic : prep_cp_plans_referral_period,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please provide a numeric value for the number of the times the child has been the subject of a Child Protection Plan during this referral period. If none, please put 0."
PREP008A,ssd_pre_proceedings,pre_proceedings, ,nvarchar,100,prep_legal_gateway_outcome,What was the outcome of legal gateway / panel / meeting after panel?, , ,1bSpecified,liquid_logic|mosaic,liquid_logic : prep_legal_gateway_outcome|mosaic : prep_legal_gateway_outcome,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please select one of these options:
A – Continue with current plan
B – Start pre-proceedings
C – Issue care proceedings
D – Unknown "
PREP009A,ssd_pre_proceedings,pre_proceedings, ,int,4,prep_prev_pre_proc_child,How many previous periods of pre-proceedings have there been in the child’s lifetime?, , ,1bSpecified,liquid_logic|mosaic,liquid_logic : prep_prev_pre_proc_child|mosaic : prep_prev_pre_proc_child,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please provide a numeric value. If there have not been any previous periods, please put 0."
PREP010A,ssd_pre_proceedings,pre_proceedings, ,int,4,prep_prev_care_proc_child,How many previous periods of care proceedings have there been in the child’s lifetime?, , ,1bSpecified,liquid_logic|mosaic,liquid_logic : prep_prev_care_proc_child|mosaic : prep_prev_care_proc_child,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please provide a numeric value. If there have not been any previous periods, please put 0."
PREP011A,ssd_pre_proceedings,pre_proceedings, ,datetime,NULL,prep_pre_pro_letter_date,What is the date that the pre-proceedings letter and plan was sent to parents?, , ,1bSpecified,liquid_logic,liquid_logic : prep_pre_pro_letter_date|mosaic : prep_pre_pro_letter_date,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
If the case has not been in pre-proceedings, please leave blank.
Please use the UK date format: DD/MM/YYYY "
PREP012A,ssd_pre_proceedings,pre_proceedings, ,datetime,NULL,prep_care_pro_letter_date,What is the date that the letter to issue care proceedings was sent to parents?, , ,1bSpecified,liquid_logic,liquid_logic : prep_care_pro_letter_date|mosaic : prep_care_pro_letter_date,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
If care proceedings have not been issued, please leave blank. 
Please use the UK date format DD/MM/YYYY"
PREP013A,ssd_pre_proceedings,pre_proceedings, ,int,4,prep_pre_pro_meetings_num,How many review pre-proceeding meetings have been held with parents following the initial meeting?, , ,1bSpecified,liquid_logic,liquid_logic : prep_pre_pro_meetings_num|mosaic : prep_pre_pro_meetings_num,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please give a numeric value for the number of meetings that took place with parents, excluding the initial meeting."
